title,date,subpage_url,Therapy class,Product Name,INN,Initial Approval,Cancer,Marketing authorisation holder,CHMP Opinion Date,Decision date,Therapy Area,Orphan,Recommendation
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 19-22 April 2022,22 April 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-19-22-april-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 19-22 April 2022,22 April 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-19-22-april-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 19-22 April 2022,22 April 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-19-22-april-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 19-22 April 2022,22 April 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-19-22-april-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 19-22 April 2022,22 April 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-19-22-april-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 19-22 April 2022,22 April 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-19-22-april-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 March 2022,25 March 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-march-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 March 2022,25 March 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-march-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 March 2022,25 March 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-march-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 March 2022,25 March 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-march-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 March 2022,25 March 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-march-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 February 2022,25 February 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-february-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 February 2022,25 February 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-february-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 February 2022,25 February 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-february-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 February 2022,25 February 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-february-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 February 2022,25 February 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-february-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 February 2022,25 February 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-february-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 February 2022,25 February 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-february-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 February 2022,25 February 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-february-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 February 2022,25 February 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-february-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 February 2022,25 February 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-february-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 21-24 February 2022,25 February 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-21-24-february-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 13-16 December 2021,17 December 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-13-16-december-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 13-16 December 2021,17 December 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-13-16-december-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 13-16 December 2021,17 December 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-13-16-december-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 13-16 December 2021,17 December 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-13-16-december-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 13-16 December 2021,17 December 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-13-16-december-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 13-16 December 2021,17 December 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-13-16-december-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 13-16 December 2021,17 December 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-13-16-december-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 13-16 December 2021,17 December 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-13-16-december-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 13-16 December 2021,17 December 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-13-16-december-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 13-16 December 2021,17 December 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-13-16-december-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 13-16 December 2021,17 December 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-13-16-december-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 13-16 December 2021,17 December 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-13-16-december-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 13-16 December 2021,17 December 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-13-16-december-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 8-11 November 2021,12 November 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-8-11-november-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 October 2021,15 October 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-october-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 October 2021,15 October 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-october-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 October 2021,15 October 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-october-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 October 2021,15 October 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-october-2021,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 October 2021,15 October 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-october-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 October 2021,15 October 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-october-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 October 2021,15 October 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-october-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 October 2021,15 October 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-october-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 October 2021,15 October 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-october-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 October 2021,15 October 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-october-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 11-14 October 2021,15 October 2021,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-11-14-october-2021,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
